,trial_id,worker_id,supposed_answer_transcript,auto_transcript,status,answer_files
163,13,A17Q4QN6UE0EZC,no Bonnie is kissing Benny,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A17Q4QN6UE0EZC_prosody_study_exp8_01_25_2020_trial_13.wav
569,13,A17FGZ1I5P9RZA,no Bonnie is kissing Benny,no Bonnie is kissing Penny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A17FGZ1I5P9RZA_prosody_study_exp8_01_25_2020_trial_13.wav
64,13,A1DNJ17PE2RYJZ,no Bonnie is kissing Benny,no bunny is kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1DNJ17PE2RYJZ_prosody_study_exp8_01_25_2020_trial_13.wav
13,13,A2CHDWKAYZ3P3E,no Bonnie is kissing Benny,nobody is kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2CHDWKAYZ3P3E_prosody_study_exp8_01_25_2020_trial_13.wav
119,13,A333STM8M95GJX,no Bonnie is kissing Benny,no mommy is kissing bunny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A333STM8M95GJX_prosody_study_exp8_01_25_2020_trial_13.wav
433,13,A16G6PPH1INQL8,no Bonnie is kissing Benny,nobody is kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A16G6PPH1INQL8_prosody_study_exp8_01_25_2020_trial_13.wav
528,13,A28HB7240OFGEW,no Bonnie is kissing Benny,nobody is kissing bunny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A28HB7240OFGEW_prosody_study_exp8_01_25_2020_trial_13.wav
599,13,A3S9PVM70FFORD,no Bonnie is kissing Benny,no one is getting better,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3S9PVM70FFORD_prosody_study_exp8_01_25_2020_trial_13.wav
103,13,A1R5W4RQZTROD8,no Bonnie is kissing Benny,no bunnies kissing bunny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1R5W4RQZTROD8_prosody_study_exp8_01_25_2020_trial_13.wav
131,13,A2FLOH4DM8A4ZS,no Bonnie is kissing Benny,no mommy is kissing bunny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2FLOH4DM8A4ZS_prosody_study_exp8_01_25_2020_trial_13.wav
233,13,A2MWAXV1YRK5GH,no Bonnie is kissing Benny,no Bonnie is kissing Denny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2MWAXV1YRK5GH_prosody_study_exp8_01_25_2020_trial_13.wav
99,13,AZBVA5LTFNE47,no Bonnie is kissing Benny,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/AZBVA5LTFNE47_prosody_study_exp8_01_25_2020_trial_13.wav
359,13,A1U8RH67FLZW87,no Bonnie is kissing Benny,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1U8RH67FLZW87_prosody_study_exp8_01_22_2020_trial_13.wav
218,14,A2FLOH4DM8A4ZS,no Bonnie is kissing Benny,no bounties kissing bunny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2FLOH4DM8A4ZS_prosody_study_exp8_01_25_2020_trial_14.wav
565,14,A3S9PVM70FFORD,no Bonnie is kissing Benny,no country is kissing Venice,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3S9PVM70FFORD_prosody_study_exp8_01_25_2020_trial_14.wav
305,14,A17Q4QN6UE0EZC,no Bonnie is kissing Benny,no bunnies kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A17Q4QN6UE0EZC_prosody_study_exp8_01_25_2020_trial_14.wav
1,14,A1DNJ17PE2RYJZ,no Bonnie is kissing Benny,nobody is kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1DNJ17PE2RYJZ_prosody_study_exp8_01_25_2020_trial_14.wav
598,14,A17FGZ1I5P9RZA,no Bonnie is kissing Benny,Giovanni is kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A17FGZ1I5P9RZA_prosody_study_exp8_01_25_2020_trial_14.wav
559,14,A3KS8NN4LZ0L4W,no Bonnie is kissing Benny,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3KS8NN4LZ0L4W_prosody_study_exp8_01_25_2020_trial_14.wav
379,14,A2YCMT5BPA0AG9,no Bonnie is kissing Benny,no bunny is kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2YCMT5BPA0AG9_prosody_study_exp8_01_25_2020_trial_14.wav
284,14,A3L0DCUXI7X3A9,no Bonnie is kissing Benny,no bunnies kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3L0DCUXI7X3A9_prosody_study_exp8_01_25_2020_trial_14.wav
399,14,A28HB7240OFGEW,no Bonnie is kissing Benny,nobody is kissing bunny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A28HB7240OFGEW_prosody_study_exp8_01_25_2020_trial_14.wav
259,14,AZBVA5LTFNE47,no Bonnie is kissing Benny,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/AZBVA5LTFNE47_prosody_study_exp8_01_25_2020_trial_14.wav
579,14,A2WIDLIJ6PVME8,no Bonnie is kissing Benny,no Barney's kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2WIDLIJ6PVME8_prosody_study_exp8_01_25_2020_trial_14.wav
246,14,A1R5W4RQZTROD8,no Bonnie is kissing Benny,nobody is kissing bunny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1R5W4RQZTROD8_prosody_study_exp8_01_25_2020_trial_14.wav
471,14,A1U8RH67FLZW87,no Bonnie is kissing Benny,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1U8RH67FLZW87_prosody_study_exp8_01_22_2020_trial_14.wav
240,14,A333STM8M95GJX,no Bonnie is kissing Benny,no bunnies kissing bunny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A333STM8M95GJX_prosody_study_exp8_01_25_2020_trial_14.wav
265,15,A2LBMK0NVVBDFK,yes Bonnie is kissing Benny,yes on his kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2LBMK0NVVBDFK_prosody_study_exp8_01_25_2020_trial_15.wav
434,15,A28HB7240OFGEW,yes Bonnie is kissing Benny,yes bunnies kissing bunny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A28HB7240OFGEW_prosody_study_exp8_01_25_2020_trial_15.wav
234,15,A333STM8M95GJX,yes Bonnie is kissing Benny,no funniest kissing bunny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A333STM8M95GJX_prosody_study_exp8_01_25_2020_trial_15.wav
225,15,A1R5W4RQZTROD8,yes Bonnie is kissing Benny,yes Bonnie is kissing bunny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1R5W4RQZTROD8_prosody_study_exp8_01_25_2020_trial_15.wav
588,15,A2WIDLIJ6PVME8,yes Bonnie is kissing Benny,yes body is kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2WIDLIJ6PVME8_prosody_study_exp8_01_25_2020_trial_15.wav
309,15,A3L0DCUXI7X3A9,yes Bonnie is kissing Benny,yes bunnies kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3L0DCUXI7X3A9_prosody_study_exp8_01_25_2020_trial_15.wav
257,15,A2FLOH4DM8A4ZS,yes Bonnie is kissing Benny,yes bunnies kissing bunny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2FLOH4DM8A4ZS_prosody_study_exp8_01_25_2020_trial_15.wav
557,15,A3KS8NN4LZ0L4W,yes Bonnie is kissing Benny,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3KS8NN4LZ0L4W_prosody_study_exp8_01_25_2020_trial_15.wav
619,15,A17FGZ1I5P9RZA,yes Bonnie is kissing Benny,yes Mommy is kissing Betty,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A17FGZ1I5P9RZA_prosody_study_exp8_01_25_2020_trial_15.wav
552,15,A3S9PVM70FFORD,yes Bonnie is kissing Benny,yes money is kissing Ben,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3S9PVM70FFORD_prosody_study_exp8_01_25_2020_trial_15.wav
474,15,A1U8RH67FLZW87,yes Bonnie is kissing Benny,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1U8RH67FLZW87_prosody_study_exp8_01_22_2020_trial_15.wav
335,15,A2YCMT5BPA0AG9,yes Bonnie is kissing Benny,yes bunny is kissing many,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2YCMT5BPA0AG9_prosody_study_exp8_01_25_2020_trial_15.wav
214,15,AZBVA5LTFNE47,yes Bonnie is kissing Benny,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/AZBVA5LTFNE47_prosody_study_exp8_01_25_2020_trial_15.wav
313,16,A2FLOH4DM8A4ZS,yes Bonnie is kissing Benny,yes Bonnie's kissing bunny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2FLOH4DM8A4ZS_prosody_study_exp8_01_25_2020_trial_16.wav
522,16,A1U8RH67FLZW87,yes Bonnie is kissing Benny,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1U8RH67FLZW87_prosody_study_exp8_01_22_2020_trial_16.wav
39,16,A1DNJ17PE2RYJZ,yes Bonnie is kissing Benny,yes Bonnie is kissing Vinny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1DNJ17PE2RYJZ_prosody_study_exp8_01_25_2020_trial_16.wav
323,16,A2LBMK0NVVBDFK,yes Bonnie is kissing Benny,yes bunnies kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2LBMK0NVVBDFK_prosody_study_exp8_01_25_2020_trial_16.wav
394,16,A2YCMT5BPA0AG9,yes Bonnie is kissing Benny,yes bunny is kissing many,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2YCMT5BPA0AG9_prosody_study_exp8_01_25_2020_trial_16.wav
644,16,A17FGZ1I5P9RZA,yes Bonnie is kissing Benny,yes Bonnie kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A17FGZ1I5P9RZA_prosody_study_exp8_01_25_2020_trial_16.wav
264,16,AOWY4TEB0UCMX,yes Bonnie is kissing Benny,yes Bonnie's kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/AOWY4TEB0UCMX_prosody_study_exp8_01_22_2020_trial_16.wav
582,16,A3KS8NN4LZ0L4W,yes Bonnie is kissing Benny,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3KS8NN4LZ0L4W_prosody_study_exp8_01_25_2020_trial_16.wav
574,16,A3S9PVM70FFORD,yes Bonnie is kissing Benny,yes bunny is kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3S9PVM70FFORD_prosody_study_exp8_01_25_2020_trial_16.wav
228,16,A17Q4QN6UE0EZC,yes Bonnie is kissing Benny,yes Bonnie's kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A17Q4QN6UE0EZC_prosody_study_exp8_01_25_2020_trial_16.wav
219,16,A1ICZ6VHY7Y2OY,yes Bonnie is kissing Benny,yes Bonnie is kissing Penny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1ICZ6VHY7Y2OY_prosody_study_exp8_01_25_2020_trial_16.wav
294,16,A333STM8M95GJX,yes Bonnie is kissing Benny,dust bunnies kissing bunny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A333STM8M95GJX_prosody_study_exp8_01_25_2020_trial_16.wav
275,16,AZBVA5LTFNE47,yes Bonnie is kissing Benny,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/AZBVA5LTFNE47_prosody_study_exp8_01_25_2020_trial_16.wav
285,16,A1R5W4RQZTROD8,yes Bonnie is kissing Benny,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1R5W4RQZTROD8_prosody_study_exp8_01_25_2020_trial_16.wav
224,17,A3L0DCUXI7X3A9,no Joey is pushing Kerry,no Joe is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3L0DCUXI7X3A9_prosody_study_exp8_01_25_2020_trial_17.wav
182,17,A2MWAXV1YRK5GH,no Joey is pushing Kerry,no Joey is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2MWAXV1YRK5GH_prosody_study_exp8_01_25_2020_trial_17.wav
623,17,A17FGZ1I5P9RZA,no Joey is pushing Kerry,no Joey is hurry,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A17FGZ1I5P9RZA_prosody_study_exp8_01_25_2020_trial_17.wav
346,17,A28HB7240OFGEW,no Joey is pushing Kerry,Joey is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A28HB7240OFGEW_prosody_study_exp8_01_25_2020_trial_17.wav
583,17,A3KS8NN4LZ0L4W,no Joey is pushing Kerry,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3KS8NN4LZ0L4W_prosody_study_exp8_01_25_2020_trial_17.wav
26,17,A1DNJ17PE2RYJZ,no Joey is pushing Kerry,no Joey is pushing carrying,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1DNJ17PE2RYJZ_prosody_study_exp8_01_25_2020_trial_17.wav
252,17,A1ICZ6VHY7Y2OY,no Joey is pushing Kerry,no Joey is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1ICZ6VHY7Y2OY_prosody_study_exp8_01_25_2020_trial_17.wav
250,17,A17Q4QN6UE0EZC,no Joey is pushing Kerry,nojo he's pushing carry,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A17Q4QN6UE0EZC_prosody_study_exp8_01_25_2020_trial_17.wav
441,17,A2YCMT5BPA0AG9,no Joey is pushing Kerry,no Joey is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2YCMT5BPA0AG9_prosody_study_exp8_01_25_2020_trial_17.wav
592,17,A3S9PVM70FFORD,no Joey is pushing Kerry,no payment you stop pushing Curry,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3S9PVM70FFORD_prosody_study_exp8_01_25_2020_trial_17.wav
269,17,A2LBMK0NVVBDFK,no Joey is pushing Kerry,no Joey is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2LBMK0NVVBDFK_prosody_study_exp8_01_25_2020_trial_17.wav
462,17,A16G6PPH1INQL8,no Joey is pushing Kerry,no Joey is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A16G6PPH1INQL8_prosody_study_exp8_01_25_2020_trial_17.wav
519,17,A1U8RH67FLZW87,no Joey is pushing Kerry,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1U8RH67FLZW87_prosody_study_exp8_01_22_2020_trial_17.wav
554,17,A2WIDLIJ6PVME8,no Joey is pushing Kerry,no Joey is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2WIDLIJ6PVME8_prosody_study_exp8_01_25_2020_trial_17.wav
308,17,A1R5W4RQZTROD8,no Joey is pushing Kerry,no Joey is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1R5W4RQZTROD8_prosody_study_exp8_01_25_2020_trial_17.wav
209,17,AOWY4TEB0UCMX,no Joey is pushing Kerry,no Joey is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/AOWY4TEB0UCMX_prosody_study_exp8_01_22_2020_trial_17.wav
297,17,A333STM8M95GJX,no Joey is pushing Kerry,nojo is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A333STM8M95GJX_prosody_study_exp8_01_25_2020_trial_17.wav
316,17,AZBVA5LTFNE47,no Joey is pushing Kerry,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/AZBVA5LTFNE47_prosody_study_exp8_01_25_2020_trial_17.wav
277,17,A2FLOH4DM8A4ZS,no Joey is pushing Kerry,nojo he's pushing carry,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2FLOH4DM8A4ZS_prosody_study_exp8_01_25_2020_trial_17.wav
76,17,A2CHDWKAYZ3P3E,no Joey is pushing Kerry,no Joey is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2CHDWKAYZ3P3E_prosody_study_exp8_01_25_2020_trial_17.wav
364,18,A17Q4QN6UE0EZC,no Joey is pushing Kerry,no Joey is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A17Q4QN6UE0EZC_prosody_study_exp8_01_25_2020_trial_18.wav
176,18,A1U8RH67FLZW87,no Joey is pushing Kerry,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1U8RH67FLZW87_prosody_study_exp8_01_22_2020_trial_18.wav
420,18,A333STM8M95GJX,no Joey is pushing Kerry,nojo is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A333STM8M95GJX_prosody_study_exp8_01_25_2020_trial_18.wav
439,18,AZBVA5LTFNE47,no Joey is pushing Kerry,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/AZBVA5LTFNE47_prosody_study_exp8_01_25_2020_trial_18.wav
318,18,A2YCMT5BPA0AG9,no Joey is pushing Kerry,no Joey is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2YCMT5BPA0AG9_prosody_study_exp8_01_25_2020_trial_18.wav
425,18,A1R5W4RQZTROD8,no Joey is pushing Kerry,no tell he is pushing carry,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1R5W4RQZTROD8_prosody_study_exp8_01_25_2020_trial_18.wav
54,18,A2WIDLIJ6PVME8,no Joey is pushing Kerry,no Joey is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2WIDLIJ6PVME8_prosody_study_exp8_01_25_2020_trial_18.wav
216,18,A28HB7240OFGEW,no Joey is pushing Kerry,no Joey is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A28HB7240OFGEW_prosody_study_exp8_01_25_2020_trial_18.wav
366,18,A1ICZ6VHY7Y2OY,no Joey is pushing Kerry,no Joe is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1ICZ6VHY7Y2OY_prosody_study_exp8_01_25_2020_trial_18.wav
576,18,A2CHDWKAYZ3P3E,no Joey is pushing Kerry,no Joey is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2CHDWKAYZ3P3E_prosody_study_exp8_01_25_2020_trial_18.wav
402,18,A2FLOH4DM8A4ZS,no Joey is pushing Kerry,nojo he's pushing carry,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2FLOH4DM8A4ZS_prosody_study_exp8_01_25_2020_trial_18.wav
523,18,A2MWAXV1YRK5GH,no Joey is pushing Kerry,no Joey is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2MWAXV1YRK5GH_prosody_study_exp8_01_25_2020_trial_18.wav
351,18,A3L0DCUXI7X3A9,no Joey is pushing Kerry,no Joey's pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3L0DCUXI7X3A9_prosody_study_exp8_01_25_2020_trial_18.wav
326,18,AOWY4TEB0UCMX,no Joey is pushing Kerry,no Joey is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/AOWY4TEB0UCMX_prosody_study_exp8_01_22_2020_trial_18.wav
388,18,A2LBMK0NVVBDFK,no Joey is pushing Kerry,no Joey is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2LBMK0NVVBDFK_prosody_study_exp8_01_25_2020_trial_18.wav
626,18,A1DNJ17PE2RYJZ,no Joey is pushing Kerry,no Joey is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1DNJ17PE2RYJZ_prosody_study_exp8_01_25_2020_trial_18.wav
81,18,A3KS8NN4LZ0L4W,no Joey is pushing Kerry,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3KS8NN4LZ0L4W_prosody_study_exp8_01_25_2020_trial_18.wav
331,18,A16RLUZLJ318F5,no Joey is pushing Kerry,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A16RLUZLJ318F5_prosody_study_exp8_01_25_2020_trial_18.wav
24,18,A17FGZ1I5P9RZA,no Joey is pushing Kerry,no Suite is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A17FGZ1I5P9RZA_prosody_study_exp8_01_25_2020_trial_18.wav
89,18,A3S9PVM70FFORD,no Joey is pushing Kerry,know why is not pushing Curry,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3S9PVM70FFORD_prosody_study_exp8_01_25_2020_trial_18.wav
114,18,A16G6PPH1INQL8,no Joey is pushing Kerry,no Joey is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A16G6PPH1INQL8_prosody_study_exp8_01_25_2020_trial_18.wav
415,19,A333STM8M95GJX,no Joey is pushing Kerry,no Joe is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A333STM8M95GJX_prosody_study_exp8_01_25_2020_trial_19.wav
381,19,A16RLUZLJ318F5,no Joey is pushing Kerry,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A16RLUZLJ318F5_prosody_study_exp8_01_25_2020_trial_19.wav
181,19,A1U8RH67FLZW87,no Joey is pushing Kerry,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1U8RH67FLZW87_prosody_study_exp8_01_22_2020_trial_19.wav
409,19,A1R5W4RQZTROD8,no Joey is pushing Kerry,no Joey is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1R5W4RQZTROD8_prosody_study_exp8_01_25_2020_trial_19.wav
130,19,A16G6PPH1INQL8,no Joey is pushing Kerry,no Joey is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A16G6PPH1INQL8_prosody_study_exp8_01_25_2020_trial_19.wav
387,19,AOWY4TEB0UCMX,no Joey is pushing Kerry,no jelly is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/AOWY4TEB0UCMX_prosody_study_exp8_01_22_2020_trial_19.wav
518,19,A2MWAXV1YRK5GH,no Joey is pushing Kerry,no Joey is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2MWAXV1YRK5GH_prosody_study_exp8_01_25_2020_trial_19.wav
437,19,A2FLOH4DM8A4ZS,no Joey is pushing Kerry,nojo is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2FLOH4DM8A4ZS_prosody_study_exp8_01_25_2020_trial_19.wav
41,19,A17FGZ1I5P9RZA,no Joey is pushing Kerry,no Joey is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A17FGZ1I5P9RZA_prosody_study_exp8_01_25_2020_trial_19.wav
641,19,A1DNJ17PE2RYJZ,no Joey is pushing Kerry,no Joey is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1DNJ17PE2RYJZ_prosody_study_exp8_01_25_2020_trial_19.wav
59,19,A2WIDLIJ6PVME8,no Joey is pushing Kerry,no Joey's pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2WIDLIJ6PVME8_prosody_study_exp8_01_25_2020_trial_19.wav
73,19,A3S9PVM70FFORD,no Joey is pushing Kerry,no. It isn't pushing Curry,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3S9PVM70FFORD_prosody_study_exp8_01_25_2020_trial_19.wav
80,19,A3KS8NN4LZ0L4W,no Joey is pushing Kerry,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3KS8NN4LZ0L4W_prosody_study_exp8_01_25_2020_trial_19.wav
273,19,A2YCMT5BPA0AG9,no Joey is pushing Kerry,no Joey is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2YCMT5BPA0AG9_prosody_study_exp8_01_25_2020_trial_19.wav
348,19,A1ICZ6VHY7Y2OY,no Joey is pushing Kerry,no jewelry is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1ICZ6VHY7Y2OY_prosody_study_exp8_01_25_2020_trial_19.wav
349,19,A17Q4QN6UE0EZC,no Joey is pushing Kerry,no Joey is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A17Q4QN6UE0EZC_prosody_study_exp8_01_25_2020_trial_19.wav
448,19,A2LBMK0NVVBDFK,no Joey is pushing Kerry,no Joey is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2LBMK0NVVBDFK_prosody_study_exp8_01_25_2020_trial_19.wav
256,19,A28HB7240OFGEW,no Joey is pushing Kerry,no Joey is pushing Carey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A28HB7240OFGEW_prosody_study_exp8_01_25_2020_trial_19.wav
